Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KWH(ch: 3  set:0)    ,KVAH(ch: 3  set:0)   ,PF(ch: 4  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KW(ch: 3  set:0)    ,KVA(0(ch: 3  set:0) ,PF(0(ch: 4  set:0)  ,, PV 17.7 kW Rated Suniva Array
H202010637868     ,2018/06/30 17:30,45.63,19.89,0,49.78,0.92,182.52,79.56,0,199.11,0.92,,6/30/18 17:30,1.87
H202010637868     ,2018/06/30 17:45,46.44,19.98,0,50.56,0.92,185.76,79.92,0,202.22,0.92,,6/30/18 17:45,1.01
H202010637868     ,2018/06/30 18:00,45.9,19.53,0,49.88,0.92,183.6,78.12,0,199.53,0.92,,6/30/18 18:00,0.44
H202010637868     ,2018/06/30 18:15,46.17,19.8,0,50.24,0.92,184.68,79.2,0,200.95,0.92,,6/30/18 18:15,0.14
H202010637868     ,2018/06/30 18:30,45.63,19.8,0,49.74,0.92,182.52,79.2,0,198.96,0.92,,6/30/18 18:30,0.17
H202010637868     ,2018/06/30 18:45,45.36,20.07,0,49.6,0.91,181.44,80.28,0,198.41,0.91,,6/30/18 18:45,0.01
H202010637868     ,2018/06/30 19:00,45.81,20.52,0,50.2,0.91,183.24,82.08,0,200.78,0.91,,6/30/18 19:00,0.01
H202010637868     ,2018/06/30 19:15,44.82,20.34,0,49.22,0.91,179.28,81.36,0,196.88,0.91,,6/30/18 19:15,0.01
H202010637868     ,2018/06/30 19:30,44.91,19.89,0,49.12,0.91,179.64,79.56,0,196.47,0.91,,6/30/18 19:30,0.01
H202010637868     ,2018/06/30 19:45,44.64,19.08,0,48.55,0.92,178.56,76.32,0,194.19,0.92,,6/30/18 19:45,0.01
H202010637868     ,2018/06/30 20:00,44.73,19.26,0,48.7,0.92,178.92,77.04,0,194.8,0.92,,6/30/18 20:00,0.01
H202010637868     ,2018/06/30 20:15,43.65,18.81,0,47.53,0.92,174.6,75.24,0,190.12,0.92,,6/30/18 20:15,0.01
H202010637868     ,2018/06/30 20:30,43.56,18.45,0,47.31,0.92,174.24,73.8,0,189.22,0.92,,6/30/18 20:30,0.01
H202010637868     ,2018/06/30 20:45,43.74,18.36,0,47.44,0.92,174.96,73.44,0,189.75,0.92,,6/30/18 20:45,0.01
H202010637868     ,2018/06/30 21:00,43.83,18.36,0,47.52,0.92,175.32,73.44,0,190.08,0.92,,6/30/18 21:00,0.02
H202010637868     ,2018/06/30 21:15,43.47,18.72,0,47.33,0.92,173.88,74.88,0,189.32,0.92,,6/30/18 21:15,0.02
H202010637868     ,2018/06/30 21:30,42.75,18.54,0,46.6,0.92,171,74.16,0,186.39,0.92,,6/30/18 21:30,0.02
H202010637868     ,2018/06/30 21:45,43.2,18.9,0,47.15,0.92,172.8,75.6,0,188.61,0.92,,6/30/18 21:45,0.02
H202010637868     ,2018/06/30 22:00,43.11,19.17,0,47.18,0.91,172.44,76.68,0,188.72,0.91,,6/30/18 22:00,0.02
H202010637868     ,2018/06/30 22:15,43.56,19.17,0,47.59,0.92,174.24,76.68,0,190.37,0.92,,6/30/18 22:15,0.02
H202010637868     ,2018/06/30 22:30,43.65,18.99,0,47.6,0.92,174.6,75.96,0,190.41,0.92,,6/30/18 22:30,0.02
H202010637868     ,2018/06/30 22:45,43.65,18.81,0,47.53,0.92,174.6,75.24,0,190.12,0.92,,6/30/18 22:45,0.02
H202010637868     ,2018/06/30 23:00,43.74,18.63,0,47.54,0.92,174.96,74.52,0,190.17,0.92,,6/30/18 23:00,0.02
H202010637868     ,2018/06/30 23:15,43.47,18.9,0,47.4,0.92,173.88,75.6,0,189.6,0.92,,6/30/18 23:15,0.02
H202010637868     ,2018/06/30 23:30,44.37,18.99,0,48.26,0.92,177.48,75.96,0,193.05,0.92,,6/30/18 23:30,0.03
H202010637868     ,2018/06/30 23:45,43.92,18.9,0,47.81,0.92,175.68,75.6,0,191.26,0.92,,6/30/18 23:45,0.03
H202010637868     ,2018/07/01 0:00,44.19,19.35,0,48.24,0.92,176.76,77.4,0,192.96,0.92,,7/1/18 0:00,0.03
H202010637868     ,2018/07/01 0:15,44.1,18.81,0,47.94,0.92,176.4,75.24,0,191.78,0.92,,7/1/18 0:15,0.03
H202010637868     ,2018/07/01 0:30,43.2,17.91,0,46.77,0.92,172.8,71.64,0,187.06,0.92,,7/1/18 0:30,0.03
H202010637868     ,2018/07/01 0:45,43.74,18.45,0,47.47,0.92,174.96,73.8,0,189.89,0.92,,7/1/18 0:45,0.03
H202010637868     ,2018/07/01 1:00,43.65,19.08,0,47.64,0.92,174.6,76.32,0,190.55,0.92,,7/1/18 1:00,0.03
H202010637868     ,2018/07/01 1:15,43.74,19.17,0,47.76,0.92,174.96,76.68,0,191.03,0.92,,7/1/18 1:15,0.03
H202010637868     ,2018/07/01 1:30,43.47,18.54,0,47.26,0.92,173.88,74.16,0,189.03,0.92,,7/1/18 1:30,0.03
H202010637868     ,2018/07/01 1:45,43.47,18.72,0,47.33,0.92,173.88,74.88,0,189.32,0.92,,7/1/18 1:45,0.04
H202010637868     ,2018/07/01 2:00,43.92,18.9,0,47.81,0.92,175.68,75.6,0,191.26,0.92,,7/1/18 2:00,0.04
H202010637868     ,2018/07/01 2:15,43.47,18.9,0,47.4,0.92,173.88,75.6,0,189.6,0.92,,7/1/18 2:15,0.04
H202010637868     ,2018/07/01 2:30,43.47,19.53,0,47.66,0.91,173.88,78.12,0,190.62,0.91,,7/1/18 2:30,0.04
H202010637868     ,2018/07/01 2:45,43.29,19.8,0,47.6,0.91,173.16,79.2,0,190.41,0.91,,7/1/18 2:45,0.04
H202010637868     ,2018/07/01 3:00,43.11,18.27,0,46.82,0.92,172.44,73.08,0,187.29,0.92,,7/1/18 3:00,0.04
H202010637868     ,2018/07/01 3:15,43.02,18.18,0,46.7,0.92,172.08,72.72,0,186.81,0.92,,7/1/18 3:15,0.04
H202010637868     ,2018/07/01 3:30,43.47,18.99,0,47.44,0.92,173.88,75.96,0,189.75,0.92,,7/1/18 3:30,0.04
H202010637868     ,2018/07/01 3:45,42.75,18.81,0,46.71,0.92,171,75.24,0,186.82,0.92,,7/1/18 3:45,0.04
H202010637868     ,2018/07/01 4:00,43.11,18.54,0,46.93,0.92,172.44,74.16,0,187.71,0.92,,7/1/18 4:00,0.04
H202010637868     ,2018/07/01 4:15,42.75,18.36,0,46.53,0.92,171,73.44,0,186.1,0.92,,7/1/18 4:15,0.05
H202010637868     ,2018/07/01 4:30,43.02,18.9,0,46.99,0.92,172.08,75.6,0,187.95,0.92,,7/1/18 4:30,0.05
H202010637868     ,2018/07/01 4:45,43.11,18.99,0,47.11,0.92,172.44,75.96,0,188.43,0.92,,7/1/18 4:45,0.05
H202010637868     ,2018/07/01 5:00,42.48,18.09,0,46.17,0.92,169.92,72.36,0,184.69,0.92,,7/1/18 5:00,0.05
H202010637868     ,2018/07/01 5:15,42.66,17.82,0,46.23,0.92,170.64,71.28,0,184.93,0.92,,7/1/18 5:15,0.05
H202010637868     ,2018/07/01 5:30,43.02,18.9,0,46.99,0.92,172.08,75.6,0,187.95,0.92,,7/1/18 5:30,0.05
H202010637868     ,2018/07/01 5:45,43.56,19.17,0,47.59,0.92,174.24,76.68,0,190.37,0.92,,7/1/18 5:45,0.05
H202010637868     ,2018/07/01 6:00,43.29,18.54,0,47.09,0.92,173.16,74.16,0,188.37,0.92,,7/1/18 6:00,0.05
H202010637868     ,2018/07/01 6:15,43.47,18.72,0,47.33,0.92,173.88,74.88,0,189.32,0.92,,7/1/18 6:15,0.14
H202010637868     ,2018/07/01 6:30,44.01,19.62,0,48.19,0.91,176.04,78.48,0,192.74,0.91,,7/1/18 6:30,0.13
H202010637868     ,2018/07/01 6:45,43.92,19.62,0,48.1,0.91,175.68,78.48,0,192.41,0.91,,7/1/18 6:45,0.26
H202010637868     ,2018/07/01 7:00,44.55,19.71,0,48.72,0.91,178.2,78.84,0,194.86,0.91,,7/1/18 7:00,0.49
H202010637868     ,2018/07/01 7:15,45.27,20.07,0,49.52,0.91,181.08,80.28,0,198.08,0.91,,7/1/18 7:15,0.89
H202010637868     ,2018/07/01 7:30,46.26,20.34,0,50.53,0.92,185.04,81.36,0,202.14,0.92,,7/1/18 7:30,1.49
H202010637868     ,2018/07/01 7:45,45.09,20.16,0,49.39,0.91,180.36,80.64,0,197.57,0.91,,7/1/18 7:45,2.21
H202010637868     ,2018/07/01 8:00,46.17,20.34,0,50.45,0.92,184.68,81.36,0,201.81,0.92,,7/1/18 8:00,3.03
H202010637868     ,2018/07/01 8:15,45.45,20.25,0,49.76,0.91,181.8,81,0,199.03,0.91,,7/1/18 8:15,3.81
H202010637868     ,2018/07/01 8:30,45.9,20.34,0,50.2,0.91,183.6,81.36,0,200.82,0.91,,7/1/18 8:30,2.09
H202010637868     ,2018/07/01 8:45,44.91,20.43,0,49.34,0.91,179.64,81.72,0,197.35,0.91,,7/1/18 8:45,6.34
H202010637868     ,2018/07/01 9:00,44.28,20.7,0,48.88,0.91,177.12,82.8,0,195.52,0.91,,7/1/18 9:00,6.29
H202010637868     ,2018/07/01 9:15,44.1,20.61,0,48.68,0.91,176.4,82.44,0,194.71,0.91,,7/1/18 9:15,7
H202010637868     ,2018/07/01 9:30,44.82,20.88,0,49.44,0.91,179.28,83.52,0,197.78,0.91,,7/1/18 9:30,7.58
H202010637868     ,2018/07/01 9:45,45.27,21.24,0,50.01,0.91,181.08,84.96,0,200.02,0.91,,7/1/18 9:45,8.25
H202010637868     ,2018/07/01 10:00,45,20.88,0,49.61,0.91,180,83.52,0,198.43,0.91,,7/1/18 10:00,8.83
H202010637868     ,2018/07/01 10:15,45.09,21.06,0,49.77,0.91,180.36,84.24,0,199.06,0.91,,7/1/18 10:15,9.3
H202010637868     ,2018/07/01 10:30,44.82,21.06,0,49.52,0.91,179.28,84.24,0,198.09,0.91,,7/1/18 10:30,9.53
H202010637868     ,2018/07/01 10:45,45.27,21.33,0,50.04,0.9,181.08,85.32,0,200.17,0.9,,7/1/18 10:45,10.05
H202010637868     ,2018/07/01 11:00,44.73,21.6,0,49.67,0.9,178.92,86.4,0,198.69,0.9,,7/1/18 11:00,10.41
H202010637868     ,2018/07/01 11:15,45.45,21.87,0,50.44,0.9,181.8,87.48,0,201.75,0.9,,7/1/18 11:15,10.73
H202010637868     ,2018/07/01 11:30,46.62,22.05,0,51.57,0.9,186.48,88.2,0,206.29,0.9,,7/1/18 11:30,11.05
H202010637868     ,2018/07/01 11:45,47.07,22.23,0,52.06,0.9,188.28,88.92,0,208.22,0.9,,7/1/18 11:45,11.28
H202010637868     ,2018/07/01 12:00,46.53,21.87,0,51.41,0.91,186.12,87.48,0,205.65,0.91,,7/1/18 12:00,11.44
H202010637868     ,2018/07/01 12:15,44.55,21.69,0,49.55,0.9,178.2,86.76,0,198.2,0.9,,7/1/18 12:15,11.69
H202010637868     ,2018/07/01 12:30,49.32,21.87,0,53.95,0.91,197.28,87.48,0,215.81,0.91,,7/1/18 12:30,8.53
H202010637868     ,2018/07/01 12:45,49.59,21.69,0,54.13,0.92,198.36,86.76,0,216.5,0.92,,7/1/18 12:45,3.61
H202010637868     ,2018/07/01 13:00,46.8,21.87,0,51.66,0.91,187.2,87.48,0,206.63,0.91,,7/1/18 13:00,6.81
H202010637868     ,2018/07/01 13:15,47.25,21.78,0,52.03,0.91,189,87.12,0,208.11,0.91,,7/1/18 13:15,7.03
H202010637868     ,2018/07/01 13:30,46.62,21.6,0,51.38,0.91,186.48,86.4,0,205.52,0.91,,7/1/18 13:30,13.79
H202010637868     ,2018/07/01 13:45,47.7,21.24,0,52.22,0.91,190.8,84.96,0,208.86,0.91,,7/1/18 13:45,5.08
H202010637868     ,2018/07/01 14:00,45.54,21.42,0,50.33,0.9,182.16,85.68,0,201.3,0.9,,7/1/18 14:00,11.49
H202010637868     ,2018/07/01 14:15,47.7,21.69,0,52.4,0.91,190.8,86.76,0,209.6,0.91,,7/1/18 14:15,11.96
H202010637868     ,2018/07/01 14:30,48.51,21.78,0,53.18,0.91,194.04,87.12,0,212.7,0.91,,7/1/18 14:30,9.53
H202010637868     ,2018/07/01 14:45,49.86,22.14,0,54.55,0.91,199.44,88.56,0,218.22,0.91,,7/1/18 14:45,3.76
H202010637868     ,2018/07/01 15:00,48.6,21.96,0,53.33,0.91,194.4,87.84,0,213.32,0.91,,7/1/18 15:00,10.95
H202010637868     ,2018/07/01 15:15,48.06,21.96,0,52.84,0.91,192.24,87.84,0,211.36,0.91,,7/1/18 15:15,5.49
H202010637868     ,2018/07/01 15:30,48.06,21.96,0,52.84,0.91,192.24,87.84,0,211.36,0.91,,7/1/18 15:30,9.38
H202010637868     ,2018/07/01 15:45,46.98,21.87,0,51.82,0.91,187.92,87.48,0,207.28,0.91,,7/1/18 15:45,8.79
H202010637868     ,2018/07/01 16:00,48.51,21.42,0,53.03,0.91,194.04,85.68,0,212.11,0.91,,7/1/18 16:00,6.42
H202010637868     ,2018/07/01 16:15,46.44,21.42,0,51.14,0.91,185.76,85.68,0,204.57,0.91,,7/1/18 16:15,4.26
H202010637868     ,2018/07/01 16:30,48.33,21.06,0,52.72,0.92,193.32,84.24,0,210.88,0.92,,7/1/18 16:30,3.97
H202010637868     ,2018/07/01 16:45,47.61,20.88,0,51.99,0.92,190.44,83.52,0,207.95,0.92,,7/1/18 16:45,4.91
H202010637868     ,2018/07/01 17:00,48.33,20.88,0,52.65,0.92,193.32,83.52,0,210.59,0.92,,7/1/18 17:00,3.5
H202010637868     ,2018/07/01 17:15,48.15,20.79,0,52.45,0.92,192.6,83.16,0,209.79,0.92,,7/1/18 17:15,2.54
H202010637868     ,2018/07/01 17:30,47.16,20.07,0,51.25,0.92,188.64,80.28,0,205.01,0.92,,7/1/18 17:30,1.97
H202010637868     ,2018/07/01 17:45,46.44,19.53,0,50.38,0.92,185.76,78.12,0,201.52,0.92,,7/1/18 17:45,2
H202010637868     ,2018/07/01 18:00,45.27,19.35,0,49.23,0.92,181.08,77.4,0,196.93,0.92,,7/1/18 18:00,2.09
H202010637868     ,2018/07/01 18:15,44.91,19.26,0,48.87,0.92,179.64,77.04,0,195.46,0.92,,7/1/18 18:15,0.88
H202010637868     ,2018/07/01 18:30,45.45,19.62,0,49.5,0.92,181.8,78.48,0,198.02,0.92,,7/1/18 18:30,1.24
H202010637868     ,2018/07/01 18:45,45.63,19.62,0,49.67,0.92,182.52,78.48,0,198.68,0.92,,7/1/18 18:45,0.22
H202010637868     ,2018/07/01 19:00,45.63,19.53,0,49.63,0.92,182.52,78.12,0,198.54,0.92,,7/1/18 19:00,0.04
H202010637868     ,2018/07/01 19:15,45.63,19.89,0,49.78,0.92,182.52,79.56,0,199.11,0.92,,7/1/18 19:15,0.01
H202010637868     ,2018/07/01 19:30,45.45,19.89,0,49.61,0.92,181.8,79.56,0,198.45,0.92,,7/1/18 19:30,0.01
H202010637868     ,2018/07/01 19:45,45.54,20.07,0,49.77,0.92,182.16,80.28,0,199.07,0.92,,7/1/18 19:45,0.01
H202010637868     ,2018/07/01 20:00,45.27,19.98,0,49.48,0.91,181.08,79.92,0,197.93,0.91,,7/1/18 20:00,0.01
H202010637868     ,2018/07/01 20:15,44.37,19.53,0,48.48,0.92,177.48,78.12,0,193.91,0.92,,7/1/18 20:15,0.01
H202010637868     ,2018/07/01 20:30,44.91,19.53,0,48.97,0.92,179.64,78.12,0,195.89,0.92,,7/1/18 20:30,0.01
H202010637868     ,2018/07/01 20:45,44.1,19.44,0,48.19,0.92,176.4,77.76,0,192.78,0.92,,7/1/18 20:45,0.01
H202010637868     ,2018/07/01 21:00,44.37,19.62,0,48.51,0.91,177.48,78.48,0,194.06,0.91,,7/1/18 21:00,0.01
H202010637868     ,2018/07/01 21:15,43.56,19.62,0,47.77,0.91,174.24,78.48,0,191.1,0.91,,7/1/18 21:15,0.02
H202010637868     ,2018/07/01 21:30,43.83,19.53,0,47.98,0.91,175.32,78.12,0,191.94,0.91,,7/1/18 21:30,0.02
H202010637868     ,2018/07/01 21:45,44.1,19.71,0,48.3,0.91,176.4,78.84,0,193.22,0.91,,7/1/18 21:45,0.02
H202010637868     ,2018/07/01 22:00,43.65,19.71,0,47.89,0.91,174.6,78.84,0,191.57,0.91,,7/1/18 22:00,0.02
H202010637868     ,2018/07/01 22:15,44.01,19.8,0,48.26,0.91,176.04,79.2,0,193.04,0.91,,7/1/18 22:15,0.02
H202010637868     ,2018/07/01 22:30,43.74,19.62,0,47.94,0.91,174.96,78.48,0,191.76,0.91,,7/1/18 22:30,0.02
H202010637868     ,2018/07/01 22:45,44.01,19.8,0,48.26,0.91,176.04,79.2,0,193.04,0.91,,7/1/18 22:45,0.02
H202010637868     ,2018/07/01 23:00,43.65,19.53,0,47.82,0.91,174.6,78.12,0,191.28,0.91,,7/1/18 23:00,0.02
H202010637868     ,2018/07/01 23:15,43.92,20.07,0,48.29,0.91,175.68,80.28,0,193.15,0.91,,7/1/18 23:15,0.02
H202010637868     ,2018/07/01 23:30,43.83,20.52,0,48.4,0.91,175.32,82.08,0,193.58,0.91,,7/1/18 23:30,0.02
H202010637868     ,2018/07/01 23:45,43.83,20.52,0,48.4,0.91,175.32,82.08,0,193.58,0.91,,7/1/18 23:45,0.03
H202010637868     ,2018/07/02 0:00,43.92,20.43,0,48.44,0.91,175.68,81.72,0,193.76,0.91,,7/2/18 0:00,0.03
H202010637868     ,2018/07/02 0:15,44.01,20.61,0,48.6,0.91,176.04,82.44,0,194.39,0.91,,7/2/18 0:15,0.03
H202010637868     ,2018/07/02 0:30,44.19,20.61,0,48.76,0.91,176.76,82.44,0,195.04,0.91,,7/2/18 0:30,0.03
H202010637868     ,2018/07/02 0:45,43.74,20.43,0,48.28,0.91,174.96,81.72,0,193.1,0.91,,7/2/18 0:45,0.03
H202010637868     ,2018/07/02 1:00,44.37,20.43,0,48.85,0.91,177.48,81.72,0,195.39,0.91,,7/2/18 1:00,0.03
H202010637868     ,2018/07/02 1:15,43.74,20.25,0,48.2,0.91,174.96,81,0,192.8,0.91,,7/2/18 1:15,0.03
H202010637868     ,2018/07/02 1:30,44.01,20.25,0,48.45,0.91,176.04,81,0,193.78,0.91,,7/2/18 1:30,0.03
H202010637868     ,2018/07/02 1:45,43.92,20.43,0,48.44,0.91,175.68,81.72,0,193.76,0.91,,7/2/18 1:45,0.03
H202010637868     ,2018/07/02 2:00,43.38,20.34,0,47.91,0.91,173.52,81.36,0,191.65,0.91,,7/2/18 2:00,0.03
H202010637868     ,2018/07/02 2:15,43.74,20.52,0,48.31,0.91,174.96,82.08,0,193.26,0.91,,7/2/18 2:15,0.04
H202010637868     ,2018/07/02 2:30,43.56,19.89,0,47.89,0.91,174.24,79.56,0,191.54,0.91,,7/2/18 2:30,0.04
H202010637868     ,2018/07/02 2:45,43.92,19.71,0,48.14,0.91,175.68,78.84,0,192.56,0.91,,7/2/18 2:45,0.04
H202010637868     ,2018/07/02 3:00,43.47,19.44,0,47.62,0.91,173.88,77.76,0,190.48,0.91,,7/2/18 3:00,0.04
H202010637868     ,2018/07/02 3:15,43.47,19.44,0,47.62,0.91,173.88,77.76,0,190.48,0.91,,7/2/18 3:15,0.04
H202010637868     ,2018/07/02 3:30,43.65,19.44,0,47.78,0.91,174.6,77.76,0,191.13,0.91,,7/2/18 3:30,0.04
H202010637868     ,2018/07/02 3:45,43.2,19.17,0,47.26,0.91,172.8,76.68,0,189.05,0.91,,7/2/18 3:45,0.04
H202010637868     ,2018/07/02 4:00,44.01,19.71,0,48.22,0.91,176.04,78.84,0,192.89,0.91,,7/2/18 4:00,0.04
H202010637868     ,2018/07/02 4:15,43.2,19.17,0,47.26,0.91,172.8,76.68,0,189.05,0.91,,7/2/18 4:15,0.04
H202010637868     ,2018/07/02 4:30,43.11,19.17,0,47.18,0.91,172.44,76.68,0,188.72,0.91,,7/2/18 4:30,0.05
H202010637868     ,2018/07/02 4:45,42.75,19.08,0,46.81,0.91,171,76.32,0,187.26,0.91,,7/2/18 4:45,0.05
H202010637868     ,2018/07/02 5:00,42.84,18.99,0,46.86,0.91,171.36,75.96,0,187.44,0.91,,7/2/18 5:00,0.05
H202010637868     ,2018/07/02 5:15,42.66,18.99,0,46.7,0.91,170.64,75.96,0,186.78,0.91,,7/2/18 5:15,0.05
H202010637868     ,2018/07/02 5:30,43.29,19.35,0,47.42,0.91,173.16,77.4,0,189.67,0.91,,7/2/18 5:30,0.05
H202010637868     ,2018/07/02 5:45,43.29,19.26,0,47.38,0.91,173.16,77.04,0,189.52,0.91,,7/2/18 5:45,0.05
H202010637868     ,2018/07/02 6:00,43.11,19.17,0,47.18,0.91,172.44,76.68,0,188.72,0.91,,7/2/18 6:00,0.05
H202010637868     ,2018/07/02 6:15,43.74,19.26,0,47.79,0.92,174.96,77.04,0,191.17,0.92,,7/2/18 6:15,0.05
H202010637868     ,2018/07/02 6:30,43.92,19.26,0,47.96,0.92,175.68,77.04,0,191.83,0.92,,7/2/18 6:30,0.1
H202010637868     ,2018/07/02 6:45,44.01,18.99,0,47.93,0.92,176.04,75.96,0,191.73,0.92,,7/2/18 6:45,0.46
H202010637868     ,2018/07/02 7:00,44.55,19.71,0,48.72,0.91,178.2,78.84,0,194.86,0.91,,7/2/18 7:00,0.72
H202010637868     ,2018/07/02 7:15,48.96,20.61,0,53.12,0.92,195.84,82.44,0,212.48,0.92,,7/2/18 7:15,0.79
H202010637868     ,2018/07/02 7:30,47.61,20.07,0,51.67,0.92,190.44,80.28,0,206.67,0.92,,7/2/18 7:30,1.25
H202010637868     ,2018/07/02 7:45,47.52,19.89,0,51.51,0.92,190.08,79.56,0,206.06,0.92,,7/2/18 7:45,2.04
H202010637868     ,2018/07/02 8:00,48.15,20.34,0,52.27,0.92,192.6,81.36,0,209.08,0.92,,7/2/18 8:00,2.72
H202010637868     ,2018/07/02 8:15,49.23,20.61,0,53.37,0.92,196.92,82.44,0,213.48,0.92,,7/2/18 8:15,3.43
H202010637868     ,2018/07/02 8:30,49.86,20.7,0,53.99,0.92,199.44,82.8,0,215.94,0.92,,7/2/18 8:30,4.25
H202010637868     ,2018/07/02 8:45,49.86,21.15,0,54.16,0.92,199.44,84.6,0,216.64,0.92,,7/2/18 8:45,4.89
H202010637868     ,2018/07/02 9:00,51.03,21.06,0,55.2,0.92,204.12,84.24,0,220.82,0.92,,7/2/18 9:00,5.58
H202010637868     ,2018/07/02 9:15,53.73,22.14,0,58.11,0.92,214.92,88.56,0,232.45,0.92,,7/2/18 9:15,6.29
H202010637868     ,2018/07/02 9:30,54.54,22.05,0,58.83,0.93,218.16,88.2,0,235.31,0.93,,7/2/18 9:30,6.9
H202010637868     ,2018/07/02 9:45,52.2,21.78,0,56.56,0.92,208.8,87.12,0,226.25,0.92,,7/2/18 9:45,7.58
H202010637868     ,2018/07/02 10:00,51.3,21.42,0,55.59,0.92,205.2,85.68,0,222.37,0.92,,7/2/18 10:00,8.1
H202010637868     ,2018/07/02 10:15,50.67,21.15,0,54.91,0.92,202.68,84.6,0,219.63,0.92,,7/2/18 10:15,8.75
H202010637868     ,2018/07/02 10:30,50.13,20.97,0,54.34,0.92,200.52,83.88,0,217.36,0.92,,7/2/18 10:30,9.13
H202010637868     ,2018/07/02 10:45,50.4,21.33,0,54.73,0.92,201.6,85.32,0,218.91,0.92,,7/2/18 10:45,9.61
H202010637868     ,2018/07/02 11:00,50.76,21.69,0,55.2,0.92,203.04,86.76,0,220.8,0.92,,7/2/18 11:00,10.09
H202010637868     ,2018/07/02 11:15,51.3,21.15,0,55.49,0.92,205.2,84.6,0,221.96,0.92,,7/2/18 11:15,10.16
H202010637868     ,2018/07/02 11:30,51.84,21.06,0,55.95,0.93,207.36,84.24,0,223.82,0.93,,7/2/18 11:30,10.51
H202010637868     ,2018/07/02 11:45,52.92,21.6,0,57.16,0.93,211.68,86.4,0,228.63,0.93,,7/2/18 11:45,10.74
H202010637868     ,2018/07/02 12:00,54.81,22.14,0,59.11,0.93,219.24,88.56,0,236.45,0.93,,7/2/18 12:00,11.01
H202010637868     ,2018/07/02 12:15,53.19,21.78,0,57.48,0.93,212.76,87.12,0,229.91,0.93,,7/2/18 12:15,11.03
H202010637868     ,2018/07/02 12:30,51.57,21.24,0,55.77,0.92,206.28,84.96,0,223.09,0.92,,7/2/18 12:30,11.3
H202010637868     ,2018/07/02 12:45,51.75,22.05,0,56.25,0.92,207,88.2,0,225.01,0.92,,7/2/18 12:45,11.3
H202010637868     ,2018/07/02 13:00,51.57,21.96,0,56.05,0.92,206.28,87.84,0,224.2,0.92,,7/2/18 13:00,11.34
H202010637868     ,2018/07/02 13:15,51.21,22.05,0,55.76,0.92,204.84,88.2,0,223.02,0.92,,7/2/18 13:15,11.46
H202010637868     ,2018/07/02 13:30,50.4,22.05,0,55.01,0.92,201.6,88.2,0,220.05,0.92,,7/2/18 13:30,10.92
H202010637868     ,2018/07/02 13:45,50.13,21.78,0,54.66,0.92,200.52,87.12,0,218.63,0.92,,7/2/18 13:45,10.56
H202010637868     ,2018/07/02 14:00,50.67,21.96,0,55.22,0.92,202.68,87.84,0,220.9,0.92,,7/2/18 14:00,10.38
H202010637868     ,2018/07/02 14:15,49.23,21.33,0,53.65,0.92,196.92,85.32,0,214.61,0.92,,7/2/18 14:15,10.11
H202010637868     ,2018/07/02 14:30,49.14,21.51,0,53.64,0.92,196.56,86.04,0,214.57,0.92,,7/2/18 14:30,9.51
H202010637868     ,2018/07/02 14:45,52.29,22.41,0,56.89,0.92,209.16,89.64,0,227.56,0.92,,7/2/18 14:45,9.27
H202010637868     ,2018/07/02 15:00,54.36,22.32,0,58.76,0.93,217.44,89.28,0,235.06,0.93,,7/2/18 15:00,9.48
H202010637868     ,2018/07/02 15:15,53.73,22.23,0,58.15,0.92,214.92,88.92,0,232.59,0.92,,7/2/18 15:15,8.8
H202010637868     ,2018/07/02 15:30,52.83,21.96,0,57.21,0.92,211.32,87.84,0,228.85,0.92,,7/2/18 15:30,8.53
H202010637868     ,2018/07/02 15:45,51.84,21.6,0,56.16,0.92,207.36,86.4,0,224.64,0.92,,7/2/18 15:45,3.21
H202010637868     ,2018/07/02 16:00,49.95,20.97,0,54.17,0.92,199.8,83.88,0,216.69,0.92,,7/2/18 16:00,2.45
H202010637868     ,2018/07/02 16:15,47.61,20.7,0,51.92,0.92,190.44,82.8,0,207.66,0.92,,7/2/18 16:15,2.88
